Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Release Date	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 
GCA_018234945.1	SRR10765684	Junonia neildi ssp. 1 JZ-2019	323141778	Contig	2021-05-03							
GCA_018230225.1	SRR5175869	Charaxes varanes	520283113	Contig	2021-05-03							
GCA_018235025.1	SRR10765683	Junonia neildi ssp. 1 JZ-2019	345579350	Contig	2021-05-03							
GCA_018233385.1	SRR10765783	Junonia zonalis zonalis	350125284	Contig	2021-05-03							
GCA_018233285.1	SRR10765790	Junonia stemosa	333020504	Contig	2021-05-03							
GCA_900068375.1	Heliconius_elevatus_bari.MJ09-4094	Heliconius elevatus bari	351694790	Scaffold	2017-04-25	298901						
GCA_018233365.1	SRR10765784	Junonia zonalis zonalis	358245616	Contig	2021-05-03							
GCA_018234965.1	SRR10765688	Junonia neildi ssp. 1 JZ-2019	349805096	Contig	2021-05-03							
GCA_018235005.1	SRR10765685	Junonia neildi ssp. 1 JZ-2019	358395673	Contig	2021-05-03							
GCA_018234885.1	SRR10765689	Junonia neildi ssp. 1 JZ-2019	316243648	Contig	2021-05-03							
GCA_900068355.1	Heliconius_elevatus_bari.MJ09-4037	Heliconius elevatus bari	355087834	Scaffold	2017-04-25	311975						
GCA_018230085.1	SRR5879276	Papilio protenor	260288376	Contig	2021-05-03							
GCA_018234145.1	SRR10765734	Junonia evarete evarete	328518092	Contig	2021-05-03							
GCA_018234725.1	SRR10765697	Junonia litoralis	341944085	Contig	2021-05-03							
GCA_018233245.1	SRR10765791	Junonia stemosa	303504345	Contig	2021-05-03							
GCA_018250155.1	SRR6727429	Papilio aristodemus	282204031	Contig	2021-05-03							
GCA_018250215.1	SRR7174570	Pellicia arina	417078534	Contig	2021-05-03							
GCA_027563275.1	ASM2756327v1	Nasonovia ribisnigri	406639288	Scaffold	2023-01-03	6261						
GCA_018231665.1	SRR4342886	Papilio gigon	270734645	Contig	2021-05-03							
GCA_018233325.1	SRR10765787	Junonia stemosa	300977085	Contig	2021-05-03							
GCA_018234085.1	SRR10765738	Junonia neildi neildi	316449933	Contig	2021-05-03							
GCA_018252215.1	SRR10765690	Junonia neildi ssp. 1 JZ-2019	293810338	Contig	2021-05-03							
GCA_027574705.1	ASM2757470v1	Labidopullus appendiculatus	160300157	Scaffold	2023-01-06	188910						
GCA_018232105.1	SRR10765780	Junonia zonalis zonalis	331066817	Contig	2021-05-03							
GCA_018232465.1	SRR3397504	Calycopis cecrops	825175634	Contig	2021-05-03							
GCA_900068385.1	Heliconius_elevatus.JM-09-163	Heliconius elevatus	362124033	Scaffold	2017-04-25	383099						
GCA_018235685.1	SRR10765641	Junonia grisea	324008902	Contig	2021-05-03							
GCA_900068395.1	Heliconius_elevatus.JM-09-270	Heliconius elevatus	346970365	Scaffold	2017-04-25	381523						
GCA_900067965.1	Heliconius_elevatus.09-118	Heliconius elevatus	349544513	Scaffold	2017-04-25	381087						
GCA_018232505.1	SRR10765838	Junonia genoveva	322100151	Contig	2021-05-03							
GCA_900068745.1	Heliconius_pardalinus_ssp_nov.JM-09-372	Heliconius pardalinus ssp. n. KMK-2015	361530140	Scaffold	2017-04-27	394788						
GCA_018236785.1	SRR10765636	Junonia grisea	319637288	Contig	2021-05-03							
GCA_900068765.1	Heliconius_pardalinus_ssp_nov.JM-09-374	Heliconius pardalinus ssp. n. KMK-2015	351728632	Scaffold	2017-04-27	389862						
GCA_018251415.1	SRR7174407	Thymelicus lineola lineola	299931866	Contig	2021-05-03							
GCA_018234365.1	SRR10765717	Junonia neildi neildi	327547173	Contig	2021-05-03							
GCA_900068755.1	Heliconius_pardalinus_ssp_nov.JM-09-373	Heliconius pardalinus ssp. n. KMK-2015	352866884	Scaffold	2017-04-27	406140						
GCA_900068225.1	Heliconius_aoede.JM-09-347	Heliconius aoede	337370441	Scaffold	2017-04-25	355741						
GCA_018234265.1	SRR10765728	Junonia evarete	336384729	Contig	2021-05-03							
GCA_018234005.1	SRR10765742	Junonia evarete oscura	297092861	Contig	2021-05-03							
GCA_014048405.2	ASM1404840v2	Graphium doson	413024717	Scaffold	2022-09-26	391846						
GCA_018233185.1	SRR10765798	Junonia stemosa	274023394	Contig	2021-05-03							
GCA_018234025.1	SRR10765743	Junonia evarete oscura	294739646	Contig	2021-05-03							
GCA_018234325.1	SRR10765721	Junonia vestina livia	239148421	Contig	2021-05-03							
GCA_900474265.1	Andqra	Andricus quercusramuli	1937566174	Scaffold	2018-12-04	2578124						
GCA_018238045.1	ERR1143556	Heliconius aoede	367236385	Contig	2021-05-03							
GCA_018235505.1	SRR10765655	Junonia grisea	347011311	Contig	2021-05-03							
GCA_018233705.1	SRR10765765	Junonia zonalis zonalis	307842785	Contig	2021-05-03							
GCA_018232085.1	SRR10765776	Junonia zonalis zonalis	292806250	Contig	2021-05-03							
GCA_018233205.1	SRR10765794	Junonia stemosa	225973199	Contig	2021-05-03							
GCA_018234485.1	SRR10765708	Junonia litoralis	290659294	Contig	2021-05-03							
GCA_032191615.1	ASM3219161v1	Sarophorus costatus	198066189	Contig	2023-09-29							
GCA_018235865.1	SRR10765635	Junonia grisea	274112157	Contig	2021-05-03							
GCA_018234905.1	SRR10765687	Junonia neildi ssp. 1 JZ-2019	262348463	Contig	2021-05-03							
GCA_900067985.1	Heliconius_elevatus.09-302	Heliconius elevatus	347388673	Scaffold	2017-04-25	503827						
GCA_018232545.1	SRR10765833	Junonia nigrosuffusa	271020835	Contig	2021-05-03							
GCA_018235765.1	SRR10765634	Junonia grisea	295768045	Contig	2021-05-03							
GCA_018233645.1	SRR10765769	Junonia zonalis zonalis	295045415	Contig	2021-05-03							
GCA_018232165.1	SRR10765723	Junonia vestina vestina	208010279	Contig	2021-05-03							
GCA_018239505.1	SRR9330746	Pyrrhopyge hadassa pseudohadassa	366082179	Contig	2021-05-03							
GCA_018233585.1	SRR10765770	Junonia zonalis zonalis	271323155	Contig	2021-05-03							
GCA_018234545.1	SRR10765712	Junonia neildi neildi	241640061	Contig	2021-05-03							
GCA_018234585.1	SRR10765707	Junonia neildi neildi	254846810	Contig	2021-05-03							
GCA_018234285.1	SRR10765727	Junonia genoveva	252769799	Contig	2021-05-03							
GCA_018235745.1	SRR10765637	Junonia grisea	207407465	Contig	2021-05-03							
GCA_022343385.1	SRR4346295	Graphium doson	819168563	Contig	2022-02-18							
GCA_018235525.1	SRR10765654	Junonia grisea	191820954	Contig	2021-05-03							
GCA_018232185.1	SRR10765736	Junonia evarete evarete	182875083	Contig	2021-05-03							
GCA_018234305.1	SRR10765725	Junonia evarete	296773947	Contig	2021-05-03							
GCA_900474205.1	Andcurv	Andricus curvator	1713399768	Scaffold	2018-12-04	2458281						
GCA_018232945.1	SRR10765822	Junonia nigrosuffusa	301598752	Contig	2021-05-03							
GCA_018233505.1	SRR10765786	Junonia stemosa	336165471	Contig	2021-05-03							
GCA_018232745.1	SRR10765824	Junonia nigrosuffusa	234270949	Contig	2021-05-03							
GCA_018235785.1	SRR10765644	Junonia grisea	318093210	Contig	2021-05-03							
GCA_018234185.1	SRR10765733	Junonia evarete evarete	229938136	Contig	2021-05-03							
GCA_018244735.1	SRR9330720	Mimoniades nurscia amans	10891223	Contig	2021-05-03							
GCA_001485725.1	Heliconius_ismenius_metaphorus.mj10_9995	Heliconius ismenius metaphorus	8082514	Scaffold	2015-12-16	14445						
GCA_018233105.1	SRR10765804	Junonia pacoma	184408340	Contig	2021-05-03							
GCA_018232885.1	SRR10765813	Junonia nigrosuffusa	212054102	Contig	2021-05-03							
GCA_018235065.1	SRR10765680	Junonia neildi ssp. 1 JZ-2019	223754800	Contig	2021-05-03							
GCA_018233845.1	SRR10765757	Junonia zonalis michaelisi	189032709	Contig	2021-05-03							
GCA_018247235.1	SRR9330675	Azonax typhaon	214635772	Contig	2021-05-03							
GCA_018232285.1	SRR10765706	Junonia neildi neildi	235628806	Contig	2021-05-03							
GCA_018232925.1	SRR10765821	Junonia nigrosuffusa	263677082	Contig	2021-05-03							
GCA_018248375.1	SRR7174534	Spialia orbifer	178245210	Contig	2021-05-03							
GCA_018232765.1	SRR10765820	Junonia nigrosuffusa	124870344	Contig	2021-05-03							
GCA_018233345.1	SRR10765785	Junonia stemosa	283990489	Contig	2021-05-03							
GCA_018234205.1	SRR10765732	Junonia evarete evarete	224340945	Contig	2021-05-03							
GCA_018232845.1	SRR10765823	Junonia nigrosuffusa	210399466	Contig	2021-05-03							
GCA_018233485.1	SRR10765779	Junonia zonalis zonalis	239864983	Contig	2021-05-03							
GCA_018246555.1	SRR9330736	Oxynetra roscius roscius	215906237	Contig	2021-05-03							
GCA_018234645.1	SRR10765702	Junonia neildi neildi	224201693	Contig	2021-05-03							
GCA_018252255.1	SRR10765754	Junonia zonalis michaelisi	241229143	Contig	2021-05-03							
GCA_022342985.1	SRR10765818	Junonia nigrosuffusa	250606502	Contig	2022-02-18							
GCA_018239165.1	SRR9330758	Pyrrhopyge aziza attis	11928730	Contig	2021-05-03							
GCA_018233525.1	SRR10765772	Junonia zonalis zonalis	239856880	Contig	2021-05-03							
GCA_018232905.1	SRR10765812	Junonia nigrosuffusa	244047328	Contig	2021-05-03							
GCA_018234345.1	SRR10765719	Junonia vestina livia	171065041	Contig	2021-05-03							
GCA_018246975.1	SRR9330688	Ardaris sela sela	210318303	Contig	2021-05-03							
GCA_033557145.1	ASM3355714v1	Helictopleurus sicardi	6104063	Contig	2023-11-13							
GCA_018236065.1	SRR10158638	Curvie emesia	346642796	Contig	2021-05-03							
GCA_018234065.1	SRR10765746	Junonia evarete swifti	205193450	Contig	2021-05-03							
GCA_018247355.1	SRR9330658	Gunayan rhacia	200437543	Contig	2021-05-03							
GCA_018234625.1	SRR10765705	Junonia neildi neildi	178785393	Contig	2021-05-03							
GCA_018233545.1	SRR10765778	Junonia zonalis zonalis	203664400	Contig	2021-05-03							
GCA_018233625.1	SRR10765768	Junonia zonalis zonalis	184068442	Contig	2021-05-03							
GCA_018248875.1	SRR7174438	Zonia zonia panamensis	172979046	Contig	2021-05-03							
GCA_018251235.1	SRR7174433	Jera tricuspidata	164585168	Contig	2021-05-03							
GCA_018236925.1	SRR10158639	Curvie emesia	286568949	Contig	2021-05-03							
GCA_018233685.1	SRR10765764	Junonia zonalis michaelisi	168914736	Contig	2021-05-03							
GCA_018232585.1	SRR10765836	Junonia grisea	171428698	Contig	2021-05-03							
GCA_018232725.1	SRR10765827	Junonia nigrosuffusa	172608867	Contig	2021-05-03							
GCA_018233465.1	SRR10765775	Junonia zonalis zonalis	155363978	Contig	2021-05-03							
GCA_018250545.1	SRR7174533	Carcharodus alceae	199276123	Contig	2021-05-03							
GCA_018235365.1	SRR10765664	Junonia pacoma	146323749	Contig	2021-05-03							
GCA_018233165.1	SRR10765801	Junonia stemosa	174441395	Contig	2021-05-03							
GCA_018233045.1	SRR10765810	Junonia nigrosuffusa	157435238	Contig	2021-05-03							
GCA_018235565.1	SRR10765653	Junonia pacoma	144191574	Contig	2021-05-03							
GCA_018252275.1	SRR10765793	Junonia pacoma	145189472	Contig	2021-05-03							
GCA_018233825.1	SRR10765758	Junonia zonalis michaelisi	141259804	Contig	2021-05-03							
GCA_018233925.1	SRR10765752	Junonia evarete swifti	143477774	Contig	2021-05-03							
GCA_018231505.1	SRR10765808	Junonia nigrosuffusa	151177637	Contig	2021-05-03							
GCA_018232665.1	SRR10765828	Junonia nigrosuffusa	134129965	Contig	2021-05-03							
GCA_018232985.1	SRR10765811	Junonia nigrosuffusa	125606206	Contig	2021-05-03							
GCA_018233785.1	SRR10765759	Junonia zonalis michaelisi	122165214	Contig	2021-05-03							
GCA_018234125.1	SRR10765737	Junonia evarete evarete	133856288	Contig	2021-05-03							
GCA_018237625.1	SRR9330763	Pyrrhopyge sergius ganus	24533244	Contig	2021-05-03							
GCA_018233725.1	SRR10765763	Junonia zonalis michaelisi	128825986	Contig	2021-05-03							
GCA_018246015.1	SRR9330674	Zonia zonia panamensis	115122648	Contig	2021-05-03							
GCA_018231205.1	SRR12057644	Gomalia elma	107186862	Contig	2021-05-03							
GCA_018247875.1	SRR8954546	Hypermnestra helios helios	184356299	Contig	2021-05-03							
GCA_018233025.1	SRR10765809	Junonia nigrosuffusa	114548103	Contig	2021-05-03							
GCA_018245015.1	SRR9330402	Ortholexis holocausta	15611924	Contig	2021-05-03							
GCA_018245315.1	SRR9330381	Katreus johnstonii	50459059	Contig	2021-05-03							
GCA_018246995.1	SRR9330401	Katreus johnstonii	52683551	Contig	2021-05-03							
GCA_018236245.1	SRR10158607	Emesis brimo vimena	5982790	Contig	2021-05-03							
GCA_018239225.1	SRR9330756	Pyrrhopyge thericles pseudophidias	13448296	Contig	2021-05-03							
GCA_018239465.1	SRR9330743	Pyrrhopyge sergius josephina	31268750	Contig	2021-05-03							
GCA_018237245.1	SRR10158587	Emesis heteroclita adelpha	40297558	Contig	2021-05-03							
GCA_018239285.1	SRR9330754	Pyrrhopyge thericles rileyi (AT of =bolius)	15943883	Contig	2021-05-03							
GCA_018246615.1	SRR9330710	Pyrrhopyge phidias bixae	24843012	Contig	2021-05-03							
GCA_018239125.1	SRR9330760	Pyrrhopyge proculus draudti	25205142	Contig	2021-05-03							
GCA_018244975.1	SRR9330408	Ortholexis holocausta	28668581	Contig	2021-05-03							
GCA_018245035.1	SRR9330406	Ortholexis holocausta	32370099	Contig	2021-05-03							
GCA_018236365.1	SRR10158595	Emesis opaca	34222240	Contig	2021-05-03							
GCA_018247515.1	SRR9330378	Chamunda chamunda	4369774	Contig	2021-05-03							
GCA_002310775.1	ASM231077v1	Drosophila melanogaster	120380941	Chromosome	2017-09-18	6						
GCA_030643865.1	ASM3064386v1	Diaphorina citri	523778681	Chromosome	2023-08-04	13						
GCA_001277935.1	ASM127793v1	Drosophila busckii	135748557	Chromosome	2015-09-02	6						
GCF_001277935.1	ASM127793v1	Drosophila busckii	135748557	Chromosome	2015-09-02	6	0.9893455	0.9427702	0.04657534	0.003348554	0.007305936	diptera_odb10
GCA_000002195.1	Amel_4.5	Apis mellifera	250270657	Chromosome	2011-01-14	5644						
GCF_000002195.4	Amel_4.5	Apis mellifera	250270657	Chromosome	2011-01-14	5644	0.98080456	0.95426476	0.02653981	0.008846603	0.010348856	hymenoptera_odb10
GCA_014905235.2	Bmori_2016v1.0	Bombyx mori	460334017	Chromosome	2020-10-13	696						
GCF_014905235.1	Bmori_2016v1.0	Bombyx mori	460334017	Chromosome	2020-10-13	696	0.9892168	0.9791903	0.010026485	0.0018917896	0.008891411	lepidoptera_odb10
GCA_011064685.2	ZJU_Sfru_1.1	Spodoptera frugiperda	485954603	Chromosome	2020-03-05	84						
GCF_011064685.2	ZJU_Sfru_1.1	Spodoptera frugiperda	485954603	Chromosome	2020-03-05	84						
GCA_000005575.1	AgamP3	Anopheles gambiae str. PEST	265011681	Chromosome	2006-10-16	8144						
GCF_000005575.2	AgamP3	Anopheles gambiae str. PEST	265011681	Chromosome	2006-10-16	8144						
GCA_000002335.3	Tcas5.2	Tribolium castaneum	165928604	Chromosome	2016-03-10	2148						
GCF_000002335.3	Tcas5.2	Tribolium castaneum	165928604	Chromosome	2016-03-10	2148	0.99246705	0.98634654	0.006120527	0.0018832391	0.0056497175	endopterygota_odb10
GCA_023701775.1	HaSCD2	Helicoverpa armigera	356670323	Chromosome	2022-06-10	41						
GCF_023701775.1	HaSCD2	Helicoverpa armigera	356670323	Chromosome	2022-06-10	41	0.994703	0.9432463	0.05145668	0.00018917896	0.005107832	lepidoptera_odb10
GCA_000754195.3	ASM75419v3	Drosophila simulans	124948802	Chromosome	2014-09-19	7618						
GCF_000754195.2	ASM75419v2	Drosophila simulans	124948802	Chromosome	2014-09-19	7618						
GCA_000259055.1	dsim_caf1	Drosophila simulans	137828247	Chromosome	2006-11-02	10600						
GCF_000259055.1	dsim_caf1	Drosophila simulans	137828247	Chromosome	2006-11-02	10600						
GCA_000002325.2	Nvit_2.1	Nasonia vitripennis	295780872	Chromosome	2012-11-28	6169						
GCF_000002325.3	Nvit_2.1	Nasonia vitripennis	295780872	Chromosome	2012-11-28	6169	0.9469204	0.91804373	0.02887665	0.016190954	0.036888666	hymenoptera_odb10
GCA_000214255.1	Bter_1.0	Bombus terrestris	248654244	Chromosome	2011-06-03	5678						
GCF_000214255.1	Bter_1.0	Bombus terrestris	248654244	Chromosome	2011-06-03	5678	0.989985	0.9863128	0.0036721749	0.0036721749	0.006342848	hymenoptera_odb10
GCF_000005975.2	dyak_caf1	Drosophila yakuba	165693946	Chromosome	2006-06-27	8122						
GCA_000005975.1	dyak_caf1	Drosophila yakuba	165693946	Chromosome	2006-06-27	8122						
GCA_009731565.1	Dplex_v4	Danaus plexippus plexippus	248676414	Chromosome	2019-12-11	4115						
GCF_009731565.1	Dplex_v4	Danaus plexippus plexippus	248676414	Chromosome	2019-12-11	4115	0.989406	0.9733258	0.016080212	0.0034052213	0.0071888007	lepidoptera_odb10
GCA_003951495.1	AfunF3	Anopheles funestus	444530063	Chromosome	2018-12-20	9174						
GCA_000269505.2	DroMir_2.2	Drosophila miranda	136728780	Chromosome	2013-04-19	6						
GCF_000269505.1	DroMir_2.2	Drosophila miranda	136728780	Chromosome	2013-04-19	6	0.982344	0.96012175	0.022222223	0.002739726	0.014916286	diptera_odb10
GCA_016920705.1	AcolMOP1	Anopheles coluzzii	273408546	Chromosome	2021-03-10	199						
GCF_016920705.1	AcolMOP1	Anopheles coluzzii	273408546	Chromosome	2021-03-10	199	0.9926941	0.98660576	0.00608828	0.0024353121	0.0048706243	diptera_odb10
GCA_016171315.1	AspaF1	Anopheles sp. NFL-2015	258481197	Chromosome	2020-12-22	18326						
GCA_000004015.3	AaegL3	Aedes aegypti	1383957531	Scaffold	2014-04-30	4756						
GCF_000004015.4	AaegL3	Aedes aegypti	1383957531	Scaffold	2014-04-30	4756						
GCA_012273825.1	UCSC_dm_H3	Drosophila melanogaster	110961886	Scaffold	2020-04-13	1198						
GCA_026123175.2	Dmel_Horezu_CanuAssembly	Drosophila melanogaster	190945152	Contig	2023-05-03							
GCA_001014345.1	ASM101434v1	Drosophila melanogaster	117810628	Scaffold	2015-05-28	9895						
GCA_009869825.1	ASM986982v1	Drosophila melanogaster	118119443	Scaffold	2020-01-14	26805						
GCA_022817885.1	ASM2281788v1	Drosophila melanogaster	109626683	Scaffold	2022-04-05	31512						
GCA_000151625.1	ASM15162v1	Bombyx mori	481803763	Scaffold	2008-04-28	43462						
GCF_000151625.1	ASM15162v1	Bombyx mori	481803763	Scaffold	2008-04-28	43462	0.978812	0.95989406	0.018917896	0.0105940215	0.0105940215	lepidoptera_odb10
GCA_001014885.1	ASM101488v1	Aedes aegypti	744596036	Scaffold	2015-05-28	223039						
GCA_001876365.2	canu_80X_arrow2.2	Aedes albopictus	2247289552	Contig	2017-01-09							
GCF_001876365.2	canu_80X_arrow2.2	Aedes albopictus	2247289552	Contig	2017-01-09		0.9936073	0.1348554	0.8587519	0.0012176561	0.0051750382	diptera_odb10
GCF_006496715.2	Aalbo_primary.1	Aedes albopictus	2535618872	Scaffold	2019-06-28	2113						
GCA_006496715.1	Aalbo_primary.1	Aedes albopictus	2538371206	Scaffold	2019-06-28	2196						
GCA_006516635.1	Aalbo_alts_of_PRJNA530512	Aedes albopictus	2636055571	Contig	2019-06-28							
GCA_001444175.2	A.albopictus_v1.1	Aedes albopictus	1923476627	Scaffold	2016-02-23	154782						
GCA_001574995.1	ASM157499v1	Aedes albopictus	1341044778	Contig	2015-12-22							
GCA_000142985.2	Acyr_2.0	Acyrthosiphon pisum	541675471	Scaffold	2010-06-24	23924						
GCF_000142985.2	Acyr_2.0	Acyrthosiphon pisum	541675471	Scaffold	2010-06-24	23924	0.9908367	0.96055776	0.030278884	0.0035856573	0.005577689	hemiptera_odb10
GCA_037783465.1	ASM3778346v1	Bactrocera dorsalis	657761656	Contig	2024-03-28							
GCA_002156985.1	Harm_1.0	Helicoverpa armigera	337072206	Scaffold	2017-05-22	997						
GCF_002156985.1	Harm_1.0	Helicoverpa armigera	337072206	Scaffold	2017-05-22	997	0.99564886	0.9890276	0.006621264	0.0022701477	0.0020809686	lepidoptera_odb10
GCA_000789215.2	ASM78921v2	Bactrocera dorsalis	414968693	Scaffold	2014-12-03	7165						
GCF_000789215.1	ASM78921v2	Bactrocera dorsalis	414968693	Scaffold	2014-12-03	7165	0.98660576	0.9780822	0.008523592	0.0048706243	0.008523592	diptera_odb10
GCA_000757685.1	NilLug1.0	Nilaparvata lugens	1140786310	Scaffold	2014-09-24	46558						
GCF_000757685.1	NilLug1.0	Nilaparvata lugens	1140786310	Scaffold	2014-09-24	46558	0.9760956	0.8796813	0.09641434	0.011155378	0.012749004	hemiptera_odb10
GCA_000330985.1	DBM_FJ_V1.1	Plutella xylostella	393454548	Scaffold	2013-01-04	1793						
GCF_000330985.1	DBM_FJ_V1.1	Plutella xylostella	393454548	Scaffold	2014-10-02	1793						
GCA_001442555.1	ACSNU-2.0	Apis cerana	228315917	Scaffold	2015-11-12	2430						
GCF_001442555.1	ACSNU-2.0	Apis cerana	228315917	Scaffold	2015-11-12	2430	0.94942415	0.9404106	0.009013521	0.026039058	0.024536805	hymenoptera_odb10
GCA_014843735.1	ASM1484373v1	Musca domestica	427466556	Contig	2020-10-05							
GCA_000371365.1	Musca_domestica-2.0.2	Musca domestica	750403944	Scaffold	2013-04-22	20487						
GCF_000371365.1	Musca_domestica-2.0.2	Musca domestica	750403944	Scaffold	2013-04-22	20487	0.98964995	0.9570776	0.0325723	0.007001522	0.003348554	diptera_odb10
